Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
480,T.J. Warren,SF,29,PHO,5,0,39,3.7,10.2,0.364,0.9,1.8,0.5,2.8,8.3,0.333,0,0,,3.7,8.3,12,0,1.8,0.9,0.9,2.8,8.3
481,Duane Washington Jr.,SG,22,PHO,31,3,394,8.6,23.4,0.367,3.7,10.1,0.36,4.9,13.2,0.372,1.5,2.2,0.667,0.2,3.1,3.3,5.8,0.5,0.4,3.1,2.1,22.3
482,P.J. Washington,PF,24,CHO,63,63,2069,6.3,14.2,0.441,2.2,6.3,0.348,4.1,7.9,0.515,1.9,2.6,0.737,1.1,4.2,5.3,2.6,1,1.3,1.6,3,16.7
483,TyTy Washington Jr.,PG,21,HOU,29,2,401,4.9,13.7,0.359,1.5,6.8,0.224,3.4,6.9,0.494,0.9,1.4,0.625,0.2,3.5,3.7,4.2,1.2,0.2,1.3,2.4,12.3
484,Yuta Watanabe,SF,28,BRK,46,0,815,4.5,8.9,0.505,2.3,5.1,0.461,2.2,3.8,0.563,1.4,1.8,0.756,1.2,4.1,5.3,1.7,0.9,0.7,0.8,3,12.7
485,Lindy Waters III,SG,25,OKC,29,0,333,5.1,12.3,0.412,4.4,11.4,0.39,0.6,1,0.667,1.3,1.6,0.8,0.8,4.5,5.3,2.3,1.1,0.9,0.6,2.9,15.9
486,Trendon Watford,PF,22,POR,50,2,876,4.8,8.4,0.566,0.7,1.8,0.386,4.1,6.6,0.615,2.1,3,0.722,1.4,6,7.3,3.8,0.9,0.2,2.3,4,12.4
487,Peyton Watson,SG,20,DEN,14,0,44,8.2,15.5,0.526,1.6,3.3,0.5,6.5,12.3,0.533,0,1.6,0,2.5,4.1,6.5,0.8,0,0.8,1.6,1.6,18
488,Blake Wesley,SG,19,SAS,21,1,317,4.3,11.5,0.376,1.5,3.1,0.481,2.8,8.4,0.338,1.5,2.4,0.619,0.5,4,4.4,3.6,1.1,0.1,3.7,4.5,11.6
489,Russell Westbrook,PG,34,TOT,59,10,1704,7.3,17,0.427,1.5,4.9,0.295,5.8,12.1,0.481,3.6,5.4,0.665,1.3,6,7.3,9.5,1.3,0.5,4.5,3,19.6
489,Russell Westbrook,PG,34,LAL,52,3,1491,7.3,17.6,0.417,1.5,5.1,0.296,5.8,12.5,0.467,3.8,5.7,0.655,1.4,6.3,7.8,9.4,1.3,0.6,4.4,2.9,20
489,Russell Westbrook,PG,34,LAC,7,7,213,6.8,13,0.519,1,3.5,0.286,5.7,9.5,0.607,2.2,2.7,0.813,0.7,3.7,4.4,9.6,1.7,0.5,4.9,3.4,16.7
490,Coby White,SG,22,CHI,58,1,1299,5.1,12.1,0.418,2.6,7.3,0.355,2.5,4.8,0.514,1.4,1.7,0.85,0.3,4,4.3,3.5,1.2,0.2,1.4,2.6,14.2
491,Derrick White,SG,28,BOS,67,55,1870,5.4,11.8,0.457,2.2,5.9,0.372,3.2,5.9,0.543,2.5,2.9,0.868,0.8,3.5,4.4,5,0.9,1.1,1.4,2.9,15.5
492,Jack White,SF,25,DEN,16,0,51,4.9,11.3,0.438,2.1,5.6,0.375,2.8,5.6,0.5,1.4,2.1,0.667,2.1,4.2,6.4,2.1,1.4,1.4,0.7,5.6,13.4
493,Joe Wieskamp,SF,23,TOR,3,0,24,4.5,12,0.375,4.5,10.5,0.429,0,1.5,0,0,0,,0,3,3,1.5,0,0,1.5,1.5,13.5
494,Aaron Wiggins,SG,24,OKC,54,14,1034,5,10.1,0.502,1.3,3.4,0.381,3.8,6.7,0.563,1.5,1.9,0.8,2,3.9,5.9,2.5,1,0.4,1.6,3,12.9
495,Andrew Wiggins,SF,27,GSW,37,37,1190,7.6,16,0.473,2.7,6.8,0.396,4.9,9.2,0.53,1.3,2.2,0.611,1.8,3.8,5.6,2.6,1.4,0.8,1.5,3.2,19.1
496,Lindell Wigginton,PG,24,MIL,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
497,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,0,0,,0,7.2,7.2,0,0,0,14.4,7.2,0
498,Grant Williams,PF,24,BOS,65,21,1758,3.7,8.2,0.455,2,4.9,0.404,1.7,3.2,0.532,1.8,2.2,0.804,1.5,4.9,6.3,2.3,0.8,0.5,1.5,3.5,11.2
499,Jalen Williams,SG,21,OKC,60,47,1771,6.4,12.3,0.521,1.2,3.4,0.349,5.2,9,0.585,2.1,2.8,0.766,1.2,3.9,5.1,3.8,1.6,0.7,1.9,3.2,16.2
500,Jaylin Williams,PF,20,OKC,34,21,599,4.2,9.6,0.438,1.7,4.2,0.4,2.5,5.4,0.467,1.3,1.9,0.71,1.8,8,9.8,3.1,0.8,0.5,1.5,4.3,11.4
501,Kenrich Williams,PF,28,OKC,53,10,1206,5.3,10.3,0.517,1.5,4,0.373,3.9,6.3,0.608,0.5,1.2,0.436,2.9,4.9,7.8,3.1,1.3,0.4,1,3.3,12.7
502,Mark Williams,C,21,CHO,37,12,655,6.9,10.7,0.641,0,0,,6.9,10.7,0.641,3,4.3,0.692,4.1,9,13,0.8,1.4,2.2,1.7,4.5,16.7
503,Patrick Williams,PF,21,CHI,66,59,1894,4.9,10.3,0.473,1.7,4.2,0.414,3.2,6.1,0.514,1.4,1.7,0.862,1.2,4.1,5.3,1.6,1,1,1.6,2.4,12.9
504,Robert Williams,C,25,BOS,28,18,678,5.7,7.6,0.75,0,0.1,0,5.7,7.6,0.755,1.1,1.7,0.625,4.6,8.2,12.8,2.3,0.7,1.8,1.3,2.8,12.5
505,Vince Williams Jr.,SG,22,MEM,11,0,52,2.8,9.7,0.286,1.4,6.9,0.2,1.4,2.8,0.5,0,0,,1.4,3.5,4.8,2.1,2.8,0.7,0.7,4.2,6.9
506,Ziaire Williams,SF,21,MEM,34,3,513,4.9,11.8,0.417,1.5,6,0.247,3.4,5.8,0.59,0.9,1.2,0.765,1,4.1,5.1,1.8,0.9,0.4,2.4,3.9,12.2
507,Zion Williamson,PF,22,NOP,29,29,956,10.7,17.7,0.608,0.3,0.7,0.368,10.5,16.9,0.618,6.7,9.3,0.714,2.2,5.4,7.6,5,1.2,0.6,3.7,2.4,28.4
508,Justise Winslow,SF,26,POR,29,11,776,3.8,9.2,0.409,0.6,2.1,0.311,3.1,7.1,0.438,0.9,1.3,0.714,2.3,4.5,6.7,4.5,1.4,0.5,2,4.1,9.1
509,James Wiseman,C,21,TOT,30,7,494,7.9,12.9,0.616,0.1,0.6,0.25,7.8,12.3,0.633,2.6,3.9,0.667,2.6,8.2,10.8,1.5,0.4,1.2,2.3,4.9,18.7
509,James Wiseman,C,21,GSW,21,0,262,8.1,12.9,0.628,0.1,0.3,0.5,8,12.6,0.63,3.6,5.2,0.684,2.5,7.6,10,1.9,0.4,1,1.9,5.4,19.9
509,James Wiseman,C,21,DET,9,7,232,7.8,12.9,0.602,0.2,0.9,0.167,7.6,11.9,0.636,1.6,2.5,0.625,2.8,8.8,11.6,0.9,0.3,1.4,2.8,4.3,17.2
510,Christian Wood,C,27,DAL,55,17,1472,8.3,16,0.522,2.2,6,0.369,6.1,10,0.614,4.2,5.5,0.76,1.8,8.6,10.3,2.2,0.6,1.5,2.4,3.6,23.1
511,Delon Wright,PG,30,WAS,37,9,899,3.9,8,0.483,1.3,3.4,0.384,2.6,4.6,0.557,1.4,1.6,0.9,1.7,3.3,5,5.9,3.2,0.5,1.4,2,10.5
512,McKinley Wright IV,PG,24,DAL,20,1,206,4,8.6,0.469,0.7,2.4,0.286,3.3,6.1,0.543,1.2,1.9,0.636,1,3.5,4.5,6.5,1.2,0.5,2.1,3.1,10
513,Thaddeus Young,PF,34,TOR,53,9,791,4.9,9,0.545,0.3,1.5,0.176,4.6,7.5,0.622,0.8,1.2,0.692,3.2,4.3,7.5,3.4,2.5,0.2,1.9,4,10.9
514,Trae Young,PG,24,ATL,59,59,2070,8.6,20,0.432,2.2,6.7,0.329,6.5,13.4,0.483,7.9,8.9,0.886,0.8,2.3,3.1,10.3,1.2,0.2,4.2,1.5,27.4
515,Cody Zeller,C,30,MIA,8,0,116,4.7,7.1,0.652,0,0,,4.7,7.1,0.652,4.7,6.5,0.714,3.7,4.7,8.4,1.9,0.6,0.9,2.2,6.2,14
516,Ivica Zubac,C,25,LAC,62,62,1807,5,8,0.624,0,0,0,5,8,0.627,2.6,3.8,0.704,4.1,8.4,12.4,1.3,0.5,1.7,2.1,3.6,12.7
